source1_entity_id	candidate_entity_ids
S1-365672071	S2-114171211,S2-121693888,S2-140392613,S2-168143357,S2-174528596,S2-18635222,S2-217445093,S2-236463655,S2-24330465,S2-261265559,S2-288252849,S2-296486940,S2-29832113,S2-312551107,S2-314714543,S2-35427816,S2-393802428,S2-427473980,S2-428658484,S2-446177735,S2-446759769,S2-448230568,S2-451237378,S2-459911423,S2-462000905,S2-488609470,S2-496025594,S2-516212354,S2-53619573,S2-555401643,S2-557352853,S2-558585274,S2-568658536,S2-590157945,S2-594414847,S2-595784441,S2-648528769,S2-662891369,S2-663471075,S2-689330978,S2-705913643,S2-715030074,S2-734042937,S2-754231208,S2-76483638,S2-767390046,S2-786265004,S2-787337411,S2-800004072,S2-808028948,S2-810791111,S2-818064222,S2-825274870,S2-826877471,S2-891272346,S2-906018813,S2-93373345,S2-956536970,S2-956677516,S2-9614134,S2-965909258,S2-97209238,S2-974326661,S3-126682552,S3-127038053,S3-160669569,S3-168976316,S3-186941254,S3-194183351,S3-201390794,S3-258652851,S3-29802948,S3-304904980,S3-309763981,S3-30997744,S3-320866143,S3-328425476,S3-347929707,S3-397909915,S3-414703806,S3-442829559,S3-491026992,S3-52031147,S3-53664632,S3-563507566,S3-625016160,S3-643232232,S3-678688266,S3-67912149,S3-71724236,S3-735658070,S3-814950404,S3-818016200,S3-862549511,S3-878957018,S3-881224789,S3-926742247,S3-934107367,S3-93612826,S3-96234289
S1-366329737	S2-100875169,S2-104602584,S2-122336163,S2-122744511,S2-132810637,S2-134950497,S2-140180889,S2-149370940,S2-158399201,S2-179428740,S2-183491219,S2-18394219,S2-191007167,S2-222090680,S2-231202008,S2-245909245,S2-247327801,S2-353096605,S2-353716542,S2-366986483,S2-376199111,S2-388604867,S2-3914789,S2-438235722,S2-459270736,S2-476737109,S2-481816831,S2-48935959,S2-503375926,S2-517606185,S2-542402013,S2-546413297,S2-565073472,S2-571132317,S2-609856602,S2-612031052,S2-629026038,S2-629475386,S2-640542998,S2-64116832,S2-660027180,S2-682742281,S2-742578480,S2-787531004,S2-802208598,S2-816934387,S2-833591292,S2-843819916,S2-845972423,S2-846047154,S2-860238547,S2-865926824,S2-873237963,S2-897571622,S2-8982199,S2-901324869,S2-914904844,S2-936867164,S2-953037948,S2-965310397,S2-984241859,S2-99859010,S3-120935082,S3-12354909,S3-174613027,S3-174713586,S3-207949631,S3-211993549,S3-250590475,S3-30581895,S3-314980890,S3-373287337,S3-380471053,S3-436824981,S3-445971990,S3-459163116,S3-47523244,S3-476407690,S3-495143443,S3-516953165,S3-521765842,S3-551114082,S3-625734934,S3-645180723,S3-686622408,S3-709963397,S3-710553476,S3-766461982,S3-768107592,S3-768378758,S3-773959162,S3-831053278,S3-862466377,S3-865044079,S3-880797128,S3-895860680,S3-899348640,S3-917203880,S3-96530817,S3-994292654
S1-372253974	S2-103402904,S2-163493432,S2-258068937,S2-295642177,S2-327829035,S2-38470677,S2-450445631,S2-48217244,S2-482965691,S2-487524833,S2-513674710,S2-558505389,S2-630442363,S2-690500641,S2-728747354,S2-770052286,S2-876545329,S2-904092717,S2-935018855,S2-978059769,S2-998910997,S3-129158700,S3-179580164,S3-216627372,S3-23749386,S3-241845601,S3-282396105,S3-360871824,S3-39438877,S3-424168616,S3-54408554,S3-581908081,S3-628708596,S3-659963286,S3-727349114,S3-729093630,S3-741388433,S3-813327031,S3-891395251,S3-919613292,S3-942807317,S3-943601510,S3-976541956,S3-99342018,S3-997247509
S1-3732976	S2-11389574,S2-13436167,S2-136704480,S2-14302008,S2-145680687,S2-154696595,S2-167575886,S2-184190407,S2-192802782,S2-219437137,S2-248800034,S2-270527204,S2-28134581,S2-292440715,S2-320983511,S2-321565255,S2-328398392,S2-372378403,S2-395504295,S2-428176216,S2-434331979,S2-486149949,S2-563275270,S2-5707522,S2-589224004,S2-609536375,S2-642921016,S2-653808536,S2-660809085,S2-684551309,S2-692078592,S2-710795247,S2-717103442,S2-727114108,S2-727234193,S2-7352143,S2-762842003,S2-76923389,S2-785641119,S2-800992054,S2-891469234,S2-902823911,S2-909126088,S2-932830398,S2-942568155,S3-123783160,S3-130100987,S3-139561819,S3-151098654,S3-15858453,S3-175399891,S3-212356144,S3-216627372,S3-223453487,S3-237104313,S3-239598352,S3-253094799,S3-256137275,S3-303239341,S3-310991726,S3-327833165,S3-344681418,S3-345291407,S3-377061430,S3-380278329,S3-415824691,S3-425694678,S3-442680990,S3-460504929,S3-473367120,S3-483426014,S3-48376538,S3-501901914,S3-513589353,S3-515696539,S3-518125467,S3-520390316,S3-566929643,S3-61047125,S3-626110802,S3-670775535,S3-685007848,S3-723615269,S3-766469165,S3-800499462,S3-804292827,S3-807478189,S3-808994890,S3-826358747,S3-832434530,S3-841714868,S3-847369810,S3-853118311,S3-878559803,S3-895992541,S3-921837125,S3-935293962,S3-953398150,S3-96261217,S3-996802106
S1-375348297	S2-120339306,S2-125577528,S2-142547025,S2-154748565,S2-155102849,S2-156452752,S2-19925397,S2-292592054,S2-29302830,S2-32844075,S2-339122024,S2-352383953,S2-364146512,S2-392531905,S2-411574583,S2-425513728,S2-453482489,S2-465311792,S2-468956394,S2-487379773,S2-492836642,S2-510781964,S2-540265081,S2-57774625,S2-589750339,S2-622481215,S2-628378031,S2-636163808,S2-638764882,S2-67633039,S2-715638378,S2-738996676,S2-7671095,S2-774031665,S2-776794265,S2-784715242,S2-787288086,S2-811668480,S2-845683674,S2-866333046,S2-907293534,S2-939256569,S2-9456816,S2-951117541,S2-957597561,S2-976889126,S3-141943961,S3-144155427,S3-149622251,S3-152832792,S3-239475920,S3-342278286,S3-371574026,S3-402344486,S3-412478415,S3-418990846,S3-44351165,S3-453052054,S3-494380500,S3-560071717,S3-58783452,S3-615263624,S3-66260507,S3-668807633,S3-722381828,S3-722861779,S3-729520785,S3-759743430,S3-76805206,S3-768495437,S3-769077370,S3-785016091,S3-824949915,S3-826237923,S3-850471397,S3-851230181,S3-8593064,S3-872115917,S3-933548165,S3-957284469,S3-962918866
S1-376882708	S2-103820926,S2-182145854,S2-185654339,S2-242594492,S2-268440438,S2-272944416,S2-301551130,S2-322545787,S2-362690308,S2-364146512,S2-371999426,S2-384139362,S2-398570650,S2-409250915,S2-411317921,S2-435467464,S2-446585847,S2-454761179,S2-492031103,S2-49774351,S2-499755795,S2-511337725,S2-528310583,S2-541636548,S2-541750887,S2-568385282,S2-60871619,S2-615216022,S2-63797915,S2-64271083,S2-645851389,S2-661795667,S2-701119632,S2-757823503,S2-765802852,S2-789874976,S2-79611911,S2-806620029,S2-829983999,S2-867352859,S2-875915758,S2-944785745,S2-945842043,S2-954635741,S2-956840745,S2-962425485,S2-980594306,S2-992631178,S3-104568299,S3-12196530,S3-131267835,S3-148196630,S3-152773813,S3-155730100,S3-17270530,S3-186421274,S3-202128919,S3-226039642,S3-279116806,S3-337242321,S3-340992747,S3-345353189,S3-360685283,S3-365080405,S3-369130400,S3-382788563,S3-394527377,S3-398995508,S3-40564334,S3-406712878,S3-455215722,S3-459548097,S3-462756570,S3-490568871,S3-494684586,S3-505533915,S3-507203309,S3-553183996,S3-57932311,S3-647566168,S3-654279319,S3-67391078,S3-720531480,S3-743575962,S3-74621216,S3-770183234,S3-796763451,S3-858715667,S3-869085243,S3-870384311,S3-886923046,S3-90690135,S3-926615659,S3-932118065,S3-933463392,S3-934128108,S3-952859086,S3-972489892,S3-989436626,S3-994836709
S1-381177686	S2-107599668,S2-114682807,S2-212189707,S2-221008320,S2-268132944,S2-285950292,S2-286891768,S2-287849182,S2-290606494,S2-300329052,S2-311638132,S2-316590073,S2-318025254,S2-318760119,S2-319744931,S2-320602361,S2-339298331,S2-340713624,S2-354995381,S2-362305188,S2-378024681,S2-383148775,S2-389331257,S2-399052000,S2-41846596,S2-426754123,S2-438736699,S2-445300809,S2-4598824,S2-499627232,S2-505412477,S2-506507828,S2-507628391,S2-522363964,S2-530493518,S2-535256805,S2-538976068,S2-561420173,S2-580967499,S2-591314507,S2-594381269,S2-601475290,S2-620110385,S2-628121208,S2-655316441,S2-65623277,S2-667390221,S2-672674442,S2-67456737,S2-6762534,S2-682538932,S2-708159493,S2-708727646,S2-710539502,S2-713633959,S2-715905554,S2-740739672,S2-744018700,S2-749893962,S2-751803215,S2-766311908,S2-772633753,S2-789450335,S2-795284924,S2-806902783,S2-807350147,S2-807872703,S2-808715434,S2-815268224,S2-831449937,S2-833227760,S2-834955077,S2-845573432,S2-851203163,S2-852526391,S2-864873698,S2-867362469,S2-896104470,S2-896696403,S2-899912281,S2-901974545,S2-913818679,S2-924136235,S2-937720083,S2-953815479,S2-954179493,S2-956118564,S2-967170300,S2-974796269,S2-984241859,S2-994558157,S3-314775391,S3-351585250,S3-380551129,S3-553102403,S3-555637500,S3-815012856,S3-87595471,S3-88669772,S3-979530754
S1-385338713	S2-110778219,S2-114200915,S2-149550360,S2-18419358,S2-229956555,S2-24242828,S2-245291586,S2-272923611,S2-351870381,S2-355235944,S2-358791502,S2-373089258,S2-376372110,S2-384266079,S2-408685566,S2-430728799,S2-444213826,S2-500948372,S2-526370185,S2-534420283,S2-539134456,S2-541636548,S2-570024514,S2-592836534,S2-59782346,S2-59931998,S2-612759814,S2-613886186,S2-682196710,S2-699074234,S2-699650823,S2-700580113,S2-72883532,S2-729041067,S2-743206867,S2-745165633,S2-754454230,S2-788967388,S2-815683978,S2-823255552,S2-825207939,S2-828947992,S2-876545329,S2-892367472,S2-91150407,S2-926207350,S2-965852283,S2-972185378,S2-979750720,S3-112431998,S3-120271062,S3-127943598,S3-136499130,S3-155730100,S3-161068526,S3-167052916,S3-193962129,S3-215772395,S3-257773351,S3-259406648,S3-305202253,S3-323153716,S3-324820153,S3-356187986,S3-368084820,S3-395169745,S3-398995508,S3-401432786,S3-47684365,S3-485929052,S3-518125467,S3-57620025,S3-593842190,S3-59474892,S3-59504831,S3-615063963,S3-651240640,S3-687851235,S3-719762271,S3-809966337,S3-82304919,S3-846531212,S3-90821650,S3-91524090,S3-927535460,S3-939639201,S3-960842866,S3-969205453
S1-391248994	S2-134139195,S2-189066909,S2-191217718,S2-195899758,S2-22958782,S2-23933178,S2-252043167,S2-262351654,S2-266007614,S2-295538910,S2-296457382,S2-298448326,S2-300679781,S2-31517803,S2-318587615,S2-332356681,S2-342852557,S2-348193018,S2-353688026,S2-381795636,S2-389032254,S2-398858701,S2-402644725,S2-410097904,S2-41623697,S2-432303096,S2-484680744,S2-486832341,S2-506507828,S2-524633617,S2-529870007,S2-543864390,S2-550372217,S2-564667633,S2-569860965,S2-576180363,S2-585786962,S2-588828600,S2-591712282,S2-59450333,S2-623598119,S2-625086170,S2-638248621,S2-647768635,S2-648006121,S2-670948516,S2-675303492,S2-702520989,S2-70549943,S2-706043760,S2-714477528,S2-716981186,S2-75437241,S2-762965090,S2-763578587,S2-778282262,S2-789302288,S2-792671702,S2-820150442,S2-825374035,S2-828703779,S2-847408459,S2-849418701,S2-865745597,S2-88205041,S2-882810973,S2-883208836,S2-8982199,S2-911750057,S2-922445381,S2-942134801,S2-955730734,S2-956520344,S2-95741945,S2-957582505,S2-958554600,S2-977886223,S3-130299533,S3-154798586,S3-165498730,S3-209235387,S3-250590475,S3-279044583,S3-364958695,S3-365231906,S3-373956991,S3-483125038,S3-545685534,S3-578151888,S3-639374911,S3-675016446,S3-756290760,S3-803675521,S3-830387454,S3-832957591,S3-874566744,S3-884606889,S3-886408025,S3-93402322,S3-936344337
S1-401836525	S2-101868185,S2-117754693,S2-141712711,S2-146516261,S2-148289960,S2-151722874,S2-155894024,S2-158768206,S2-172980805,S2-182743306,S2-206820667,S2-230979889,S2-244270045,S2-274640549,S2-284461674,S2-288111512,S2-295937505,S2-299640307,S2-308390109,S2-348422153,S2-35788794,S2-363756741,S2-372202978,S2-382377359,S2-384114386,S2-386965330,S2-38839585,S2-39527162,S2-421755668,S2-441754781,S2-457286391,S2-46777321,S2-47319572,S2-474346550,S2-488848012,S2-51977302,S2-526927807,S2-557528895,S2-557582468,S2-566776776,S2-598096635,S2-598476409,S2-599893081,S2-617973037,S2-628089349,S2-642060409,S2-643103064,S2-656595799,S2-66825374,S2-685496471,S2-700179569,S2-726436479,S2-728626903,S2-728748032,S2-734223522,S2-735364622,S2-737376668,S2-762638297,S2-807472221,S2-829337272,S2-831406355,S2-838999180,S2-845577049,S2-868803937,S2-890585514,S2-894693263,S2-903418291,S2-913395329,S2-933085923,S2-945494616,S2-976646126,S2-978971511,S2-98888714,S3-112320676,S3-121902719,S3-184503228,S3-243926790,S3-248758767,S3-268816588,S3-306819534,S3-326049086,S3-382027490,S3-38487246,S3-429535759,S3-436133819,S3-452504277,S3-580594311,S3-601799150,S3-608530905,S3-624812593,S3-633147230,S3-688824274,S3-698457253,S3-711955541,S3-753489692,S3-762152673,S3-788554325,S3-825986603,S3-830578375,S3-995288766
S1-404124513	S2-240299620,S2-287956321,S2-355710074,S2-495721928,S2-497985428,S2-568874744,S2-601475290,S2-622033492,S2-670055800,S2-682413899,S2-721330697,S2-806324381,S2-898456684,S2-922458093,S2-927122114,S2-933443809,S3-380246189,S3-389697271,S3-416825807,S3-555507952,S3-571639365,S3-635420112,S3-644688469,S3-678876952,S3-702183940,S3-764949655,S3-774747425,S3-775086097,S3-776708025,S3-878342271,S3-964728800
S1-404435514	S2-113964806,S2-130167276,S2-161956716,S2-186861348,S2-197493885,S2-207860960,S2-208666780,S2-275659184,S2-283110219,S2-307665672,S2-314512553,S2-321033055,S2-351277453,S2-351870381,S2-367535874,S2-390974534,S2-400521955,S2-407963448,S2-416625657,S2-4212061,S2-427764935,S2-434100739,S2-45233168,S2-476753105,S2-498134193,S2-503846495,S2-507539851,S2-51043049,S2-519912199,S2-537317925,S2-556451,S2-57777878,S2-578741135,S2-59846669,S2-606391701,S2-609904737,S2-610110921,S2-658756966,S2-667255053,S2-672080705,S2-736612514,S2-74892125,S2-809944101,S2-854590041,S2-859192618,S2-884900770,S2-944488484,S2-947982066,S3-105718650,S3-114834903,S3-15503348,S3-160658853,S3-168304374,S3-170629319,S3-209295848,S3-222393928,S3-224435213,S3-226093140,S3-235595185,S3-245709964,S3-27899482,S3-297571113,S3-316039083,S3-323445093,S3-376084038,S3-376343258,S3-382932672,S3-391699042,S3-428236051,S3-459298427,S3-46974937,S3-484526199,S3-489842717,S3-55281841,S3-556312507,S3-603040209,S3-629503018,S3-632270872,S3-637335642,S3-671162755,S3-676931503,S3-69061992,S3-712136929,S3-749089267,S3-774405064,S3-778721504,S3-792191384,S3-812651193,S3-833742494,S3-83374678,S3-840014001,S3-840766331,S3-846735315,S3-878823656,S3-87965512,S3-911991670,S3-942170787,S3-967430285,S3-984897726,S3-996445671
S1-406655545	S2-12212786,S2-154655572,S2-169597264,S2-179524589,S2-192695882,S2-211872713,S2-216470228,S2-25954937,S2-280726094,S2-284414256,S2-285476252,S2-287740185,S2-29658224,S2-305508408,S2-335124172,S2-337546861,S2-377809075,S2-40008757,S2-429558085,S2-433317994,S2-475793028,S2-498620696,S2-514970066,S2-527422854,S2-542402013,S2-561353544,S2-565073472,S2-571416279,S2-588828600,S2-594381269,S2-618275000,S2-62697433,S2-642445801,S2-674028684,S2-678818787,S2-699190345,S2-708727646,S2-714477528,S2-735885703,S2-739603930,S2-747473857,S2-758188088,S2-777642350,S2-797039725,S2-816504980,S2-828872229,S2-832324901,S2-833227760,S2-855048394,S2-86043592,S2-867204681,S2-878639783,S2-883003463,S2-88312221,S2-901660546,S2-903446816,S2-911831773,S2-936884379,S2-955285209,S2-956118564,S2-970558196,S3-119777987,S3-121756813,S3-145777193,S3-164166409,S3-189513029,S3-212534587,S3-213712532,S3-275349290,S3-29284590,S3-386654363,S3-427285965,S3-445901533,S3-477158581,S3-479236077,S3-520785397,S3-53506436,S3-53737228,S3-541774476,S3-560301253,S3-570627373,S3-603860765,S3-610339898,S3-648552797,S3-650244808,S3-681024247,S3-753125827,S3-766461982,S3-820598415,S3-83727805,S3-887061839,S3-895567106,S3-931705895,S3-932336301,S3-942152201,S3-944045977,S3-953974076,S3-957131208,S3-96599439,S3-983937391
S1-410228098	S2-113062198,S2-119903487,S2-123816963,S2-133129336,S2-137787594,S2-142314444,S2-153046971,S2-16285602,S2-166760851,S2-180137597,S2-184493201,S2-204105729,S2-229183845,S2-254668576,S2-26081285,S2-26146130,S2-266604924,S2-277887548,S2-295166340,S2-301219117,S2-302989296,S2-309561640,S2-350800937,S2-364820336,S2-365146592,S2-368767908,S2-381212418,S2-385788104,S2-398570650,S2-426632654,S2-4388688,S2-452180384,S2-471350069,S2-488956093,S2-49040855,S2-507670807,S2-516693251,S2-518525663,S2-520168735,S2-522765481,S2-53307893,S2-534814066,S2-541690134,S2-565470081,S2-572650198,S2-593940594,S2-597069180,S2-622773844,S2-644074711,S2-649805024,S2-660850243,S2-667267135,S2-669243863,S2-669332876,S2-674272467,S2-678097658,S2-679037086,S2-681384833,S2-684521067,S2-698397191,S2-708048466,S2-731649105,S2-745068457,S2-751383916,S2-751749898,S2-758355577,S2-775563537,S2-790554931,S2-793965607,S2-803596169,S2-808293831,S2-813353210,S2-818696988,S2-82087450,S2-824072393,S2-853595597,S2-856662947,S2-8628890,S2-869229747,S2-879985689,S2-881915924,S2-888108239,S2-906912129,S2-927892417,S2-94895211,S2-954715854,S2-972200607,S2-972392656,S2-973978023,S2-987501888,S3-114672,S3-142747112,S3-297267219,S3-329481615,S3-356976275,S3-463002835,S3-599755648,S3-742318382,S3-781778854,S3-81212547
S1-411592446	S2-109132102,S2-121378391,S2-186594160,S2-18669306,S2-187800389,S2-201089624,S2-20799819,S2-210644184,S2-224980295,S2-231732832,S2-238035206,S2-239849482,S2-252660172,S2-279994068,S2-299891519,S2-349384633,S2-370549501,S2-371437571,S2-375174349,S2-383575628,S2-421878145,S2-448726234,S2-46603140,S2-474118498,S2-488406580,S2-491442435,S2-491497761,S2-500075232,S2-524650056,S2-541695985,S2-594414847,S2-631023630,S2-637325334,S2-638179537,S2-681221227,S2-686378507,S2-70236447,S2-713633959,S2-724525585,S2-725764342,S2-727570982,S2-763045315,S2-765966940,S2-79488526,S2-817188751,S2-818303488,S2-864905500,S2-866879324,S2-888007637,S2-899383715,S2-925486917,S2-965053677,S2-967976456,S2-986189127,S3-106983444,S3-152530789,S3-15546111,S3-206073073,S3-216873377,S3-232726163,S3-235318794,S3-261977206,S3-303805567,S3-305953069,S3-326049883,S3-327012384,S3-376545757,S3-401809170,S3-403795931,S3-406500986,S3-432970517,S3-461941937,S3-510646420,S3-522855835,S3-532067831,S3-551778816,S3-57921991,S3-582655873,S3-613233158,S3-615929632,S3-633337298,S3-635258592,S3-711600788,S3-745660870,S3-750084078,S3-755650709,S3-786606794,S3-799199666,S3-803003378,S3-820473898,S3-840833306,S3-842400377,S3-849504316,S3-855606547,S3-877831964,S3-888959629,S3-911859927,S3-92002948,S3-962586492,S3-972224121
S1-423126373	S2-100875169,S2-122336163,S2-149370940,S2-158399201,S2-179428740,S2-191007167,S2-222268100,S2-231202008,S2-231622146,S2-263365363,S2-307709577,S2-353393611,S2-353716542,S2-367235333,S2-376199111,S2-388604867,S2-432337497,S2-438235722,S2-459270736,S2-476737109,S2-481816831,S2-492786272,S2-504505275,S2-517606185,S2-565073472,S2-566882323,S2-609856602,S2-612031052,S2-614982030,S2-633681499,S2-640542998,S2-656668877,S2-660027180,S2-665553562,S2-682742281,S2-707360107,S2-773208378,S2-802208598,S2-833591292,S2-860238547,S2-860534246,S2-914904844,S2-923647134,S2-953037948,S2-954365821,S2-970086856,S2-975804629,S2-99859010,S3-12354909,S3-126852625,S3-174613027,S3-174713586,S3-207949631,S3-211993549,S3-220164891,S3-224268783,S3-250590475,S3-277519127,S3-28430063,S3-30581895,S3-314980890,S3-328637777,S3-373287337,S3-380471053,S3-397909915,S3-436824981,S3-445971990,S3-447250647,S3-459163116,S3-47523244,S3-476407690,S3-510960220,S3-51639135,S3-551114082,S3-588213312,S3-648845310,S3-665744184,S3-686622408,S3-709963397,S3-710553476,S3-716416545,S3-766461982,S3-768107592,S3-768378758,S3-773959162,S3-780959598,S3-788841289,S3-823572641,S3-831053278,S3-862466377,S3-865044079,S3-880797128,S3-882605073,S3-899348640,S3-917203880,S3-928420819,S3-942412138,S3-96530817,S3-970258305,S3-994292654
S1-42643591	S2-107389460,S2-142031060,S2-143169604,S2-170660807,S2-178971361,S2-199425487,S2-228099450,S2-237742880,S2-246994015,S2-333794564,S2-338507709,S2-349287094,S2-399683520,S2-440176607,S2-481251825,S2-488548827,S2-509796777,S2-512382393,S2-555218099,S2-570006860,S2-581736659,S2-627798015,S2-639356384,S2-640493688,S2-645790993,S2-661038461,S2-668860670,S2-694912941,S2-699029532,S2-733608770,S2-799102186,S2-840169179,S2-903223182,S2-905737147,S2-947498857,S2-954365821,S2-981143195,S2-981550471,S3-123569381,S3-12777054,S3-140276872,S3-159152133,S3-17281055,S3-177283783,S3-18489640,S3-192730384,S3-196226302,S3-204460568,S3-220164891,S3-222667139,S3-226018212,S3-228506082,S3-236081788,S3-325884942,S3-328017872,S3-343346488,S3-352199260,S3-359713624,S3-380739973,S3-389563784,S3-392750718,S3-417971037,S3-438023181,S3-44459156,S3-470583484,S3-501384057,S3-545470703,S3-580402624,S3-590167657,S3-591262107,S3-591888937,S3-610863213,S3-619649704,S3-621565675,S3-627197188,S3-672305699,S3-721431459,S3-738596808,S3-789000078,S3-82291398,S3-84843350,S3-851691638,S3-85183848,S3-854413822,S3-859913493,S3-862327751,S3-863359627,S3-872438302,S3-881224789,S3-900629165,S3-92354811,S3-92624949,S3-928420819,S3-944799506,S3-956016290,S3-962335924,S3-969534231,S3-976350035,S3-986500464,S3-996148594
S1-451077707	S2-112702161,S2-132188730,S2-159289810,S2-173342241,S2-179751359,S2-189095899,S2-19632414,S2-196996305,S2-203594124,S2-223117200,S2-232433211,S2-243275454,S2-263225599,S2-26875061,S2-344085581,S2-350847418,S2-435735384,S2-443308287,S2-457918727,S2-465364488,S2-483055121,S2-508663035,S2-540844985,S2-577725298,S2-577773321,S2-585744040,S2-587009456,S2-596131490,S2-609767527,S2-634261344,S2-665170074,S2-666690906,S2-679190243,S2-685264609,S2-701497045,S2-704775466,S2-722239453,S2-728422222,S2-735731880,S2-737441748,S2-738229447,S2-740739672,S2-768494295,S2-819337128,S2-888124266,S2-888911540,S2-912872620,S2-934798050,S2-938820431,S2-950698767,S2-974852348,S2-976390618,S2-982675930,S2-985441801,S3-119398022,S3-134567258,S3-141501638,S3-15537911,S3-16154425,S3-170291721,S3-191185516,S3-212813105,S3-24160002,S3-264895079,S3-278426099,S3-315993616,S3-338036421,S3-358313364,S3-40766644,S3-416477058,S3-445045809,S3-449264431,S3-492681728,S3-506726696,S3-513238875,S3-518380273,S3-556639312,S3-575525905,S3-578139007,S3-609804906,S3-620281695,S3-63144932,S3-683215378,S3-720876363,S3-722279137,S3-750540252,S3-754019877,S3-766405539,S3-774345900,S3-811080315,S3-813632089,S3-836860755,S3-848775859,S3-888667287,S3-897457543,S3-909228297,S3-91027696,S3-928353169,S3-983356469
S1-451464552	S2-108313987,S2-108945591,S2-120369605,S2-124114364,S2-133308166,S2-16260387,S2-170729594,S2-182921717,S2-189066909,S2-190103142,S2-200626985,S2-216470228,S2-219133326,S2-224032436,S2-232784264,S2-238957038,S2-26760280,S2-271901025,S2-30830908,S2-314165942,S2-320813125,S2-34671123,S2-360326943,S2-36165230,S2-363779880,S2-371437571,S2-379118065,S2-383575628,S2-396009333,S2-397718123,S2-428097788,S2-436225620,S2-43862945,S2-466142484,S2-475326292,S2-494430593,S2-496438430,S2-512133127,S2-520769631,S2-521665381,S2-536231721,S2-539066227,S2-54330610,S2-559827120,S2-560263186,S2-574487035,S2-57473027,S2-584202014,S2-591821621,S2-609895919,S2-621473436,S2-640571137,S2-6530182,S2-659006722,S2-660319857,S2-667994425,S2-675076934,S2-687617807,S2-711514278,S2-725878569,S2-731682240,S2-732707735,S2-735885703,S2-770435205,S2-790231810,S2-792073969,S2-798604219,S2-818687100,S2-820645328,S2-851147060,S2-85163295,S2-853399841,S2-877479417,S2-886359416,S2-907018183,S2-91305348,S2-92393326,S2-96826049,S2-971652107,S2-975896498,S2-981307302,S2-988123906,S2-993991209,S3-203948842,S3-218797269,S3-257823186,S3-267245809,S3-301710722,S3-385262101,S3-480103214,S3-492057419,S3-51925342,S3-627109196,S3-721333570,S3-731412858,S3-805146789,S3-845012548,S3-847790890,S3-88515049,S3-958688639
S1-453223583	S2-112776236,S2-122147161,S2-136630789,S2-175113686,S2-181468156,S2-227644429,S2-252583951,S2-28360508,S2-352048387,S2-44100844,S2-507152762,S2-527521763,S2-548542163,S2-562773437,S2-576819625,S2-581685829,S2-609610674,S2-61232461,S2-61990010,S2-633941400,S2-638286465,S2-648528769,S2-675337805,S2-692229560,S2-773094602,S2-791990398,S2-794398379,S2-799792964,S2-827313615,S2-829598251,S2-83289127,S2-862956103,S2-872966114,S2-877659113,S2-88574479,S2-887857848,S2-89795624,S2-985772408,S2-995109858,S3-109678103,S3-159486451,S3-25070618,S3-25387578,S3-289481981,S3-296391726,S3-351585250,S3-35909291,S3-359902298,S3-386466640,S3-388818866,S3-395409152,S3-421416518,S3-442792481,S3-443192622,S3-461936429,S3-511718869,S3-519402682,S3-535837853,S3-600948863,S3-626777483,S3-742577705,S3-755825205,S3-788659635,S3-820003230,S3-829638705,S3-839213014,S3-853324144,S3-855834042,S3-860382946,S3-879456625,S3-881433812,S3-884563476,S3-886330332,S3-942618640,S3-952375863,S3-965092183,S3-984908683
S1-453939454	S2-103820926,S2-104836810,S2-122570602,S2-138709772,S2-145521404,S2-147364644,S2-16079282,S2-169988993,S2-176968531,S2-180809434,S2-199669656,S2-209549510,S2-254584940,S2-263085427,S2-287872643,S2-303682581,S2-312125729,S2-315927317,S2-316509432,S2-330880608,S2-358183733,S2-385546967,S2-387028715,S2-38917398,S2-401417353,S2-409672248,S2-416532201,S2-447033408,S2-450032334,S2-45671081,S2-456957169,S2-457500956,S2-500481645,S2-512538748,S2-535762772,S2-538255489,S2-55434341,S2-574579190,S2-574914445,S2-581361436,S2-584060916,S2-586812390,S2-589082789,S2-638208758,S2-686839872,S2-68836611,S2-716687956,S2-716961117,S2-734993182,S2-740211601,S2-742149781,S2-743951385,S2-758562449,S2-774596915,S2-775257870,S2-779023955,S2-782577678,S2-835342793,S2-863250621,S2-866650875,S2-874354006,S2-904727112,S2-904858604,S2-922477258,S2-92868774,S2-931607563,S2-933993678,S2-93459822,S2-938114968,S2-94135068,S2-941759992,S2-957417654,S2-962605751,S2-966966606,S2-971746850,S2-972109364,S2-991285925,S2-999927060,S3-132991261,S3-138134300,S3-162705986,S3-164356826,S3-164402840,S3-184084358,S3-218697615,S3-270062152,S3-339872570,S3-513704819,S3-55862384,S3-604393808,S3-682888038,S3-689176872,S3-701434083,S3-729430213,S3-781754949,S3-929472406,S3-93836332,S3-958000113,S3-983769284,S3-985557124
